"guideline"	"method"	"site"	"mo"	"mo_name"	"rank_index"	"ab"	"ab_name"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"
"EUCAST 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CHL"	"Chloramphenicol"	"S. pneumoniae"		8	8	FALSE
"EUCAST 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CIP"	"Ciprofloxacin"	"Enterobacteriaceae"	"5ug"	25	22	FALSE
"EUCAST 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CIP"	"Ciprofloxacin"	"Enterobacteriaceae"		0.25	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_ACNTB"	"Acinetobacter"	3	"CIP"	"Ciprofloxacin"	"Acinetobacter spp."	"5ug"	50	21	FALSE
"EUCAST 2022"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"CIP"	"Ciprofloxacin"	"Acinetobacter spp."		0.001	1	FALSE
"EUCAST 2022"	"DISK"		"B_AERCC"	"Aerococcus"	3	"CIP"	"Ciprofloxacin"	"Aerococcus"	"5ug"	21	21	FALSE
"EUCAST 2022"	"MIC"		"B_AERCC"	"Aerococcus"	3	"CIP"	"Ciprofloxacin"	"Aerococcus"		2	2	FALSE
"EUCAST 2022"	"DISK"		"B_AERMN"	"Aeromonas"	3	"CIP"	"Ciprofloxacin"	"Aeromonas"	"5ug"	27	24	FALSE
"EUCAST 2022"	"MIC"		"B_AERMN"	"Aeromonas"	3	"CIP"	"Ciprofloxacin"	"Aeromonas"		0.25	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_BCLLS"	"Bacillus"	3	"CIP"	"Ciprofloxacin"	"Bacillus sp."	"5ug"	50	23	FALSE
"EUCAST 2022"	"MIC"		"B_BCLLS"	"Bacillus"	3	"CIP"	"Ciprofloxacin"	"Bacillus sp."		0.001	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_CMPYL_COLI"	"Campylobacter coli"	2	"CIP"	"Ciprofloxacin"	"C. jejuni, C. coli"	"5ug"	50	26	FALSE
"EUCAST 2022"	"MIC"		"B_CMPYL_COLI"	"Campylobacter coli"	2	"CIP"	"Ciprofloxacin"	"C. jejuni, C. coli"		0.001	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_CMPYL_JEJN_JEJN"	"Campylobacter jejuni jejuni"	1	"CIP"	"Ciprofloxacin"	"C. jejuni, C. coli"	"5ug"	50	26	FALSE
"EUCAST 2022"	"MIC"		"B_CMPYL_JEJN_JEJN"	"Campylobacter jejuni jejuni"	1	"CIP"	"Ciprofloxacin"	"C. jejuni, C. coli"		0.001	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_CRYNB"	"Corynebacterium"	3	"CIP"	"Ciprofloxacin"	"Corynebacterium spp."	"5ug"	50	25	FALSE
"EUCAST 2022"	"MIC"		"B_CRYNB"	"Corynebacterium"	3	"CIP"	"Ciprofloxacin"	"Corynebacterium spp."		0.001	1	FALSE
"EUCAST 2022"	"DISK"	"UTI"	"B_ENTRC"	"Enterococcus"	3	"CIP"	"Ciprofloxacin"	"Enterococcus"	"5ug"	15	15	TRUE
"EUCAST 2022"	"MIC"	"UTI"	"B_ENTRC"	"Enterococcus"	3	"CIP"	"Ciprofloxacin"	"Enterococcus"		4	4	TRUE
"EUCAST 2022"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CIP"	"Ciprofloxacin"	"H. influenzae"	"5ug"	30	30	FALSE
"EUCAST 2022"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CIP"	"Ciprofloxacin"	"H. influenzae"		0.064	0.064	FALSE
"EUCAST 2022"	"DISK"		"B_KGLLA_KING"	"Kingella kingae"	2	"CIP"	"Ciprofloxacin"	"Kingella"	"5ug"	28	28	FALSE
"EUCAST 2022"	"MIC"		"B_KGLLA_KING"	"Kingella kingae"	2	"CIP"	"Ciprofloxacin"	"Kingella"		0.064	0.064	FALSE
"EUCAST 2022"	"DISK"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CIP"	"Ciprofloxacin"	"M. catarrhalis"	"5ug"	31	31	FALSE
"EUCAST 2022"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CIP"	"Ciprofloxacin"	"M. catarrhalis"		0.125	0.125	FALSE
"EUCAST 2022"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CIP"	"Ciprofloxacin"	"N. gonorrhoeae"		0.032	0.06	FALSE
"EUCAST 2022"	"MIC"	"Prophylaxis"	"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"CIP"	"Ciprofloxacin"	"N. meningitidis"		0.032	0.032	FALSE
"EUCAST 2022"	"DISK"		"B_PSDMN"	"Pseudomonas"	3	"CIP"	"Ciprofloxacin"	"Pseudo"	"5ug"	50	26	FALSE
"EUCAST 2022"	"MIC"		"B_PSDMN"	"Pseudomonas"	3	"CIP"	"Ciprofloxacin"	"Pseudo"		0.001	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_PSTRL_MLTC"	"Pasteurella multocida"	2	"CIP"	"Ciprofloxacin"	"Pasteurella multocida"	"5ug"	27	27	FALSE
"EUCAST 2022"	"MIC"		"B_PSTRL_MLTC"	"Pasteurella multocida"	2	"CIP"	"Ciprofloxacin"	"Pasteurella multocida"		0.064	0.064	FALSE
"EUCAST 2022"	"MIC"		"B_SLMNL"	"Salmonella"	3	"CIP"	"Ciprofloxacin"	"Enterobacteriaceae"		0.064	0.064	FALSE
"EUCAST 2022"	"DISK"		"B_STPHY_AURS"	"Staphylococcus aureus"	2	"CIP"	"Ciprofloxacin"	"Staphs"	"5ug"	50	21	FALSE
"EUCAST 2022"	"MIC"		"B_STPHY_AURS"	"Staphylococcus aureus"	2	"CIP"	"Ciprofloxacin"	"Staphs"		0.001	1	FALSE
"EUCAST 2022"	"DISK"		"B_STPHY_CONS"	"Coagulase-negative Staphylococcus (CoNS)"	2	"CIP"	"Ciprofloxacin"	"Staphs"	"5ug"	50	24	FALSE
"EUCAST 2022"	"MIC"		"B_STPHY_CONS"	"Coagulase-negative Staphylococcus (CoNS)"	2	"CIP"	"Ciprofloxacin"	"Staphs"		0.001	1	FALSE
"EUCAST 2022"	"DISK"		"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"CIP"	"Ciprofloxacin"	"Staphs"	"5ug"	50	21	FALSE
"EUCAST 2022"	"MIC"		"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"CIP"	"Ciprofloxacin"	"Staphs"		0.001	1	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_ALGN"	"Vibrio alginolyticus"	2	"CIP"	"Ciprofloxacin"	"Vibrio"	"5ug"	23	23	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_ALGN"	"Vibrio alginolyticus"	2	"CIP"	"Ciprofloxacin"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_CHLR"	"Vibrio cholerae"	2	"CIP"	"Ciprofloxacin"	"Vibrio"	"5ug"	23	23	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_CHLR"	"Vibrio cholerae"	2	"CIP"	"Ciprofloxacin"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_FLVL"	"Vibrio fluvialis"	2	"CIP"	"Ciprofloxacin"	"Vibrio"	"5ug"	23	23	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_FLVL"	"Vibrio fluvialis"	2	"CIP"	"Ciprofloxacin"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_PRHM"	"Vibrio parahaemolyticus"	2	"CIP"	"Ciprofloxacin"	"Vibrio"	"5ug"	23	23	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_PRHM"	"Vibrio parahaemolyticus"	2	"CIP"	"Ciprofloxacin"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_VLNF"	"Vibrio vulnificus"	2	"CIP"	"Ciprofloxacin"	"Vibrio"	"5ug"	23	23	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_VLNF"	"Vibrio vulnificus"	2	"CIP"	"Ciprofloxacin"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"CIP"	"Ciprofloxacin"	"PK/PD"		0.25	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_BCLLS"	"Bacillus"	3	"CLI"	"Clindamycin"	"Bacillus sp."	"2ug"	17	17	FALSE
"EUCAST 2022"	"MIC"		"B_BCLLS"	"Bacillus"	3	"CLI"	"Clindamycin"	"Bacillus sp."		1	1	FALSE
"EUCAST 2022"	"DISK"		"B_BCTRD"	"Bacteroides"	3	"CLI"	"Clindamycin"	"Bacteroides"	"2ug"	10	10	FALSE
"EUCAST 2022"	"MIC"		"B_BCTRD"	"Bacteroides"	3	"CLI"	"Clindamycin"	"Bacteroides"		4	4	FALSE
"EUCAST 2022"	"DISK"		"B_CRYNB"	"Corynebacterium"	3	"CLI"	"Clindamycin"	"Corynebacterium spp."	"2ug"	20	20	FALSE
"EUCAST 2022"	"MIC"		"B_CRYNB"	"Corynebacterium"	3	"CLI"	"Clindamycin"	"Corynebacterium spp."		0.5	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_CTBCTR_ACNS"	"Cutibacterium acnes"	2	"CLI"	"Clindamycin"	"C. acnes"	"2ug"	26	26	FALSE
"EUCAST 2022"	"MIC"		"B_CTBCTR_ACNS"	"Cutibacterium acnes"	2	"CLI"	"Clindamycin"	"C. acnes"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_CTRDM_PRFR"	"Clostridium perfringens"	2	"CLI"	"Clindamycin"	"C. perfringens"	"2ug"	19	19	FALSE
"EUCAST 2022"	"MIC"		"B_CTRDM_PRFR"	"Clostridium perfringens"	2	"CLI"	"Clindamycin"	"C. perfringens"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_FSBCTR_NCRP_NCRP"	"Fusobacterium necrophorum necrophorum"	1	"CLI"	"Clindamycin"	"F. necrophorum"	"2ug"	30	30	FALSE
"EUCAST 2022"	"MIC"		"B_FSBCTR_NCRP_NCRP"	"Fusobacterium necrophorum necrophorum"	1	"CLI"	"Clindamycin"	"F. necrophorum"		0.25	0.25	FALSE
"EUCAST 2022"	"MIC"		"B_GRAMN"	"(unknown Gram-negatives)"	6	"CLI"	"Clindamycin"	"Gram-negative anaerobes"		4	4	FALSE
"EUCAST 2022"	"MIC"		"B_GRAMP"	"(unknown Gram-positives)"	6	"CLI"	"Clindamycin"	"Gram-positive anaerobes"		4	4	FALSE
"EUCAST 2022"	"DISK"		"B_PRVTL"	"Prevotella"	3	"CLI"	"Clindamycin"	"Prevotella"	"2ug"	31	31	FALSE
"EUCAST 2022"	"MIC"		"B_PRVTL"	"Prevotella"	3	"CLI"	"Clindamycin"	"Prevotella"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"CLI"	"Clindamycin"	"Staphs"	"2ug"	22	22	FALSE
"EUCAST 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"CLI"	"Clindamycin"	"Staphs"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_STRPT"	"Streptococcus"	3	"CLI"	"Clindamycin"	"Strep A, B, C, G"	"2ug"	17	17	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"CLI"	"Clindamycin"	"Strep A, B, C, G"		0.5	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CLI"	"Clindamycin"	"S. pneumoniae"	"2ug"	19	19	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CLI"	"Clindamycin"	"S. pneumoniae"		0.5	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CLI"	"Clindamycin"	"Viridans strept"	"2ug"	19	19	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CLI"	"Clindamycin"	"Viridans strept"		0.5	0.5	FALSE
"EUCAST 2022"	"MIC"		"B_HLCBCT_PYLR"	"Helicobacter pylori"	2	"CLR"	"Clarithromycin"	"H. pylori"		0.25	0.5	FALSE
"EUCAST 2022"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CLR"	"Clarithromycin"	"H. influenzae"		32	32	FALSE
"EUCAST 2022"	"MIC"		"B_KGLLA_KING"	"Kingella kingae"	2	"CLR"	"Clarithromycin"	"Kingella"		0.5	0.5	FALSE
"EUCAST 2022"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CLR"	"Clarithromycin"	"M. catarrhalis"		0.25	0.5	FALSE
"EUCAST 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"CLR"	"Clarithromycin"	"Staphs"		1	2	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"CLR"	"Clarithromycin"	"Strep A, B, C, G"		0.25	0.5	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CLR"	"Clarithromycin"	"S. pneumoniae"		0.25	0.5	FALSE
"EUCAST 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"COL"	"Colistin"	"Enterobacteriaceae"		2	2	FALSE
"EUCAST 2022"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"COL"	"Colistin"	"Acinetobacter spp."		2	2	FALSE
"EUCAST 2022"	"MIC"		"B_PSDMN"	"Pseudomonas"	3	"COL"	"Colistin"	"Pseudo"		4	4	FALSE
"EUCAST 2022"	"DISK"	"UTI"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CPD"	"Cefpodoxime"	"Enterobacteriaceae"	"10ug"	21	21	TRUE
"EUCAST 2022"	"MIC"	"UTI"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CPD"	"Cefpodoxime"	"Enterobacteriaceae"		1	1	TRUE
"EUCAST 2022"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CPD"	"Cefpodoxime"	"H. influenzae"	"10ug"	26	26	FALSE
"EUCAST 2022"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CPD"	"Cefpodoxime"	"H. influenzae"		0.25	0.25	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CPD"	"Cefpodoxime"	"S. pneumoniae"		0.25	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CPT"	"Ceftaroline"	"Enterobacteriaceae"	"5ug"	23	23	FALSE
"EUCAST 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CPT"	"Ceftaroline"	"Enterobacteriaceae"		0.5	0.5	FALSE
"EUCAST 2022"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CPT"	"Ceftaroline"	"H. influenzae"		0.032	0.032	FALSE
"EUCAST 2022"	"DISK"	"Pneumonia"	"B_STPHY_AURS"	"Staphylococcus aureus"	2	"CPT"	"Ceftaroline"	"Staphs"	"5ug"	20	20	FALSE
"EUCAST 2022"	"DISK"	"Non-pneumonia"	"B_STPHY_AURS"	"Staphylococcus aureus"	2	"CPT"	"Ceftaroline"	"Staphs"	"5ug"	20	17	FALSE
"EUCAST 2022"	"MIC"	"Pneumonia"	"B_STPHY_AURS"	"Staphylococcus aureus"	2	"CPT"	"Ceftaroline"	"Staphs"		1	1	FALSE
"EUCAST 2022"	"MIC"	"Non-pneumonia"	"B_STPHY_AURS"	"Staphylococcus aureus"	2	"CPT"	"Ceftaroline"	"Staphs"		1	2	FALSE
"EUCAST 2022"	"DISK"	"Pneumonia"	"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"CPT"	"Ceftaroline"	"Staphs"	"5ug"	20	20	FALSE
"EUCAST 2022"	"DISK"	"Non-pneumonia"	"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"CPT"	"Ceftaroline"	"Staphs"	"5ug"	20	17	FALSE
"EUCAST 2022"	"MIC"	"Pneumonia"	"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"CPT"	"Ceftaroline"	"Staphs"		1	1	FALSE
"EUCAST 2022"	"MIC"	"Non-pneumonia"	"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"CPT"	"Ceftaroline"	"Staphs"		1	2	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CPT"	"Ceftaroline"	"S. pneumoniae"		0.25	0.25	FALSE
"EUCAST 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"CPT"	"Ceftaroline"	"PK/PD"		0.5	0.5	FALSE
"EUCAST 2022"	"DISK"	"Non-meningitis"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CRO"	"Ceftriaxone"	"Enterobacteriaceae"	"30ug"	25	22	FALSE
"EUCAST 2022"	"DISK"	"Meningitis"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CRO"	"Ceftriaxone"	"Enterobacteriaceae"	"30ug"	25	25	FALSE
"EUCAST 2022"	"MIC"	"Non-meningitis"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CRO"	"Ceftriaxone"	"Enterobacteriaceae"		1	2	FALSE
"EUCAST 2022"	"MIC"	"Meningitis"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CRO"	"Ceftriaxone"	"Enterobacteriaceae"		1	1	FALSE
"EUCAST 2022"	"DISK"	"Non-meningitis"	"B_HMPHL"	"Haemophilus"	3	"CRO"	"Ceftriaxone"	"H. influenzae"	"30ug"	32	32	FALSE
"EUCAST 2022"	"DISK"	"Meningitis"	"B_HMPHL"	"Haemophilus"	3	"CRO"	"Ceftriaxone"	"H. influenzae"	"30ug"	32	32	FALSE
"EUCAST 2022"	"MIC"	"Non-meningitis"	"B_HMPHL"	"Haemophilus"	3	"CRO"	"Ceftriaxone"	"H. influenzae"		0.125	0.125	FALSE
"EUCAST 2022"	"MIC"	"Meningitis"	"B_HMPHL"	"Haemophilus"	3	"CRO"	"Ceftriaxone"	"H. influenzae"		0.125	0.125	FALSE
"EUCAST 2022"	"DISK"		"B_KGLLA_KING"	"Kingella kingae"	2	"CRO"	"Ceftriaxone"	"Kingella"	"30ug"	30	30	FALSE
"EUCAST 2022"	"MIC"		"B_KGLLA_KING"	"Kingella kingae"	2	"CRO"	"Ceftriaxone"	"Kingella"		0.064	0.064	FALSE
"EUCAST 2022"	"DISK"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CRO"	"Ceftriaxone"	"M. catarrhalis"	"30ug"	24	21	FALSE
"EUCAST 2022"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CRO"	"Ceftriaxone"	"M. catarrhalis"		1	2	FALSE
"EUCAST 2022"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CRO"	"Ceftriaxone"	"N. gonorrhoeae"		0.125	0.125	FALSE
"EUCAST 2022"	"MIC"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"CRO"	"Ceftriaxone"	"N. meningitidis"		0.125	0.125	FALSE
"EUCAST 2022"	"MIC"	"Non-meningitis"	"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CRO"	"Ceftriaxone"	"S. pneumoniae"		0.5	2	FALSE
"EUCAST 2022"	"MIC"	"Meningitis"	"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CRO"	"Ceftriaxone"	"S. pneumoniae"		0.5	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CRO"	"Ceftriaxone"	"Viridans strept"	"30ug"	27	27	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CRO"	"Ceftriaxone"	"Viridans strept"		0.5	0.5	FALSE
"EUCAST 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"CRO"	"Ceftriaxone"	"PK/PD"		1	2	FALSE
"EUCAST 2022"	"DISK"	"UTI"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CTB"	"Ceftibuten"	"Enterobacteriaceae"	"30ug"	23	23	TRUE
"EUCAST 2022"	"MIC"	"UTI"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CTB"	"Ceftibuten"	"Enterobacteriaceae"		1	1	TRUE
"EUCAST 2022"	"DISK"		"B_HMPHL"	"Haemophilus"	3	"CTB"	"Ceftibuten"	"H. influenzae"	"30ug"	25	25	FALSE
"EUCAST 2022"	"MIC"		"B_HMPHL"	"Haemophilus"	3	"CTB"	"Ceftibuten"	"H. influenzae"		1	1	FALSE
"EUCAST 2022"	"DISK"	"Non-meningitis"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CTX"	"Cefotaxime"	"Enterobacteriaceae"	"5ug"	20	17	FALSE
"EUCAST 2022"	"DISK"	"Meningitis"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CTX"	"Cefotaxime"	"Enterobacteriaceae"	"5ug"	20	20	FALSE
"EUCAST 2022"	"MIC"	"Non-meningitis"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CTX"	"Cefotaxime"	"Enterobacteriaceae"		1	2	FALSE
"EUCAST 2022"	"MIC"	"Meningitis"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CTX"	"Cefotaxime"	"Enterobacteriaceae"		1	1	FALSE
"EUCAST 2022"	"DISK"	"Non-meningitis"	"B_HMPHL"	"Haemophilus"	3	"CTX"	"Cefotaxime"	"H. influenzae"	"5ug"	27	27	FALSE
"EUCAST 2022"	"DISK"	"Meningitis"	"B_HMPHL"	"Haemophilus"	3	"CTX"	"Cefotaxime"	"H. influenzae"	"5ug"	27	27	FALSE
"EUCAST 2022"	"MIC"	"Non-meningitis"	"B_HMPHL"	"Haemophilus"	3	"CTX"	"Cefotaxime"	"H. influenzae"		0.125	0.125	FALSE
"EUCAST 2022"	"MIC"	"Meningitis"	"B_HMPHL"	"Haemophilus"	3	"CTX"	"Cefotaxime"	"H. influenzae"		0.125	0.125	FALSE
"EUCAST 2022"	"DISK"		"B_KGLLA_KING"	"Kingella kingae"	2	"CTX"	"Cefotaxime"	"Kingella"	"5ug"	27	27	FALSE
"EUCAST 2022"	"MIC"		"B_KGLLA_KING"	"Kingella kingae"	2	"CTX"	"Cefotaxime"	"Kingella"		0.125	0.125	FALSE
"EUCAST 2022"	"DISK"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CTX"	"Cefotaxime"	"M. catarrhalis"	"5ug"	20	17	FALSE
"EUCAST 2022"	"MIC"		"B_MRXLL_CTRR"	"Moraxella catarrhalis"	2	"CTX"	"Cefotaxime"	"M. catarrhalis"		1	2	FALSE
"EUCAST 2022"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"CTX"	"Cefotaxime"	"N. gonorrhoeae"		0.125	0.125	FALSE
"EUCAST 2022"	"MIC"		"B_NESSR_MNNG"	"Neisseria meningitidis"	2	"CTX"	"Cefotaxime"	"N. meningitidis"		0.125	0.125	FALSE
"EUCAST 2022"	"DISK"		"B_PSTRL_MLTC"	"Pasteurella multocida"	2	"CTX"	"Cefotaxime"	"Pasteurella multocida"	"5ug"	26	26	FALSE
"EUCAST 2022"	"MIC"		"B_PSTRL_MLTC"	"Pasteurella multocida"	2	"CTX"	"Cefotaxime"	"Pasteurella multocida"		0.032	0.032	FALSE
"EUCAST 2022"	"MIC"	"Non-meningitis"	"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CTX"	"Cefotaxime"	"S. pneumoniae"		0.5	2	FALSE
"EUCAST 2022"	"MIC"	"Meningitis"	"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"CTX"	"Cefotaxime"	"S. pneumoniae"		0.5	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CTX"	"Cefotaxime"	"Viridans strept"	"5ug"	23	23	FALSE
"EUCAST 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"CTX"	"Cefotaxime"	"Viridans strept"		0.5	0.5	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_ALGN"	"Vibrio alginolyticus"	2	"CTX"	"Cefotaxime"	"Vibrio"	"5ug"	21	21	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_ALGN"	"Vibrio alginolyticus"	2	"CTX"	"Cefotaxime"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_CHLR"	"Vibrio cholerae"	2	"CTX"	"Cefotaxime"	"Vibrio"	"5ug"	21	21	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_CHLR"	"Vibrio cholerae"	2	"CTX"	"Cefotaxime"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_FLVL"	"Vibrio fluvialis"	2	"CTX"	"Cefotaxime"	"Vibrio"	"5ug"	21	21	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_FLVL"	"Vibrio fluvialis"	2	"CTX"	"Cefotaxime"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_PRHM"	"Vibrio parahaemolyticus"	2	"CTX"	"Cefotaxime"	"Vibrio"	"5ug"	21	21	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_PRHM"	"Vibrio parahaemolyticus"	2	"CTX"	"Cefotaxime"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"DISK"		"B_VIBRI_VLNF"	"Vibrio vulnificus"	2	"CTX"	"Cefotaxime"	"Vibrio"	"5ug"	21	21	FALSE
"EUCAST 2022"	"MIC"		"B_VIBRI_VLNF"	"Vibrio vulnificus"	2	"CTX"	"Cefotaxime"	"Vibrio"		0.25	0.25	FALSE
"EUCAST 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"CTX"	"Cefotaxime"	"PK/PD"		1	2	FALSE
"EUCAST 2022"	"DISK"	"Intravenous"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CXM"	"Cefuroxime"	"Enterobacteriaceae"	"30ug"	50	19	FALSE
"EUCAST 2022"	"DISK"	"UTI"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CXM"	"Cefuroxime"	"Enterobacteriaceae"	"30ug"	19	19	TRUE
"EUCAST 2022"	"MIC"	"Intravenous"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CXM"	"Cefuroxime"	"Enterobacteriaceae"		0.001	8	FALSE
"EUCAST 2022"	"MIC"	"UTI"	"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"CXM"	"Cefuroxime"	"Enterobacteriaceae"		8	8	TRUE
"EUCAST 2022"	"DISK"	"Intravenous"	"B_HMPHL"	"Haemophilus"	3	"CXM"	"Cefuroxime"	"H. influenzae"	"30ug"	27	25	FALSE
